Name,urlwebsite,Description French,Description
createrocks,http://www.createrocks.com,"Devenez le leader de l'écosystème intrapreneurial de votre entreprise, alternative aux ""programmes"" d'intrapreneuriat.","Become the ecosystem intrapreneurship leader of your business, alternative to ""programs"" intrapreneurship."
ideall,http://www.theideall.com,"IdeAll vous crée un événement virtuel unique en lien avec vos critères et budget. Vous trouverez des ateliers, des jeux, des initiations, des boxs... Êtes-vous prêt pour vivre un moment idéal ?","Ideall creates a unique virtual event in connection with your criteria and budget. You will find workshops, games, initiations, boxs ... Are you ready to live a great time?"
sevessence,https://www.sevessence.com,"Sevessence crée des signatures sensorielles 100% naturelles et biologiques, à l'image des marques et établissements professionnels (hôtels, boutiques, spas, musées, petits commerces, salles d'attente...)","Sevessence creates sensory signatures 100% natural and organic, with the brand image and professional establishments (hotels, shops, spas, museums, small shops, waiting rooms ...)"
utip,https://utip.io/,,#VALUE!
viibe,https://viibe.co/,"We connect contact centers with customers thanks to our video assistance webapp. In one click, agents access customers' cameras to diagnose and solve incidents.","We connect with touch centers customers thanks to our video support webapp. In one click, agents access customers' cameras to diagnose and solve problems."
incepto,https://incepto-medical.com/,AI solutions for medical imaging - Co-creating artificial intelligence application with doctors and distributing AI apps solutions for radiology,AI solutions for medical imaging - Co-creating artificial intelligence applied with doctors and distributing apps AI solutions for radiology
openclassrooms,https://openclassrooms.com/fr/,Formez-vous à un métier. Emploi garanti.,Get trained in a trade. guaranteed employment.
shadow,https://www.blade-group.com/en,Cloud Gaming turns your devices into a powerful gaming PC. Choose the gaming setup to stream your video games,Cloud Gaming turns your devices into a Powerful Gaming PC. Choose the gaming setup to stream your video games
voodoo,https://www.voodoo.io/,We create the greatest snackable experiences on mobile.,We create the greatest snackable experiences on mobile.
hr-path,https://www.hr-path.com/fr/,,#VALUE!
frichti,https://www.frichti.co/,"Cuisine maison, produits frais et de saison, restaurants triés sur le volet. Tout ça livré dans la même commande, en quelques clics et sans payer plus !","Home cooking, fresh and seasonal, restaurants handpicked. All this comes in the same order, with a few clicks and without paying more!"
pongo,https://www.heypongo.com/,"Grâce à un programme de fidélité simple et dématerialisé, Pongo facilite la vie des commerçants. Pour plus d'informations, vous pouvez réserver une démo par ici.","Through a simple loyalty program and dematerialized, Pongo makes life easier for traders. For more information, you can book a demo here."
next-station,https://www.nextstation.com/fr,Next Station accompagne les candidats à la recherche d'une carrière internationale. Postulez sur notre plateforme pour trouver plus rapidement un travail international qui vous convient. Créez votre profil et les meilleures entreprises qui recrutent dans votre ville de destination viennent à vous.,Next Station accompanied the candidates looking for an international career. Apply on our platform to more quickly find an international job that fits you. Create a profile and best hiring companies in your destination city come to you.
leeto,https://www.leeto.co/,"A la recherche d'une plateforme dédiée à la gestion de votre CSE ? Découvrez Leeto, spécialiste de la gestion CSE",In search of a platform dedicated to managing your SSC? Discover Leeto specialist SSC management
liberkeys-0,https://liberkeys.com/,Les nouveaux agents qui libèrent l'immobilier,New agents that release property
kaiko,https://www.kaiko.com/,"Kaiko provides real-time and historical cryptocurrency market data through a cryptocurrency API, CSV Data Feed, and livestream websocket. We cover top exchanges including Binance, Bitfinex, Coinbase, and and all top assets including Bitcoin, Ethereum, Litecoin, and Monero.","Kaiko Provides real-time and historical market data through a cryptocurrency cryptocurrency API, CSV Data Feed, and livestream websocket. We cover top exchanges Including Binance, Bitfinex, Coinbase, and and all top Including assets Bitcoin, Ethereum, litecoin, and Monero."
agorapulse,https://www.agorapulse.com/,,#VALUE!
bartoc,http://bartoc.co,"Bartoc est une plateforme vous permettant d'analyser des millions d'images. Vous pouvez ainsi segmenter votre audience, créer du contenu engageant et croître grâce à notre Intelligence Artificielle.","Bartoc is a platform for you to analyze millions of images. You can segment your audience, create engaging content and grow through our Artificial Intelligence."
abc-digital-touch,https://abcdigitaltouch.fr,"Agence de communication et de stratégie marketing expert en solution digitale : création de site internet, SEO/SEA, social media, email marketing >>","Advertising agency and marketing strategy expert digital solution: website creation, SEO / SEA, social media, email marketing >>"
newbiz-consulting,https://www.newbizconsulting.fr,,#VALUE!
hashtag-avocats,http://www.hashtagavocats.com,"DES AVOCATS POUR VOTRE STARTUP. avocat start up, #Avocats est spécialisé dans l'accompagnement des start up & nouvelles technologies","LAWYERS FOR YOUR STARTUP. lawyer startups, #Avocats specializes in assisting start up & new technologies"
entoureo,https://www.entoureo.fr,"Entoureo, le livre qui rapproche les générations","Entoureo, the book that brings generations"
sextant,http://www.sextantfrance.fr,,#VALUE!
dream-catcher-sales,https://www.dreamcatcher-sales.com,Tous les meilleurs profils sales BtoB en mission de consulting ou en recrutement direct sont à découvrir chez Dream Catcher Sales.,All the best dirty profiles BtoB mission of consulting or direct recruitment are to be discovered at Dream Catcher Sales.
lewisbnb,http://www.lewisbnb.fr,Louez sur Airbnb en Bail mobilité et automatisez la signature électronique de bail pour vos locations de 1 à 10 mois en France.,Rent on Airbnb Lease in mobility and automate lease electronic signature for your rentals of 1 to 10 months in France.
reunio,http://www.reunio.fr,"Réunio est l'application web qui vous permet d'organiser vos réunions d'entreprise. De l'organisation, à l'ordre du jour en passant par le compte rendu. ",Reunió is the web application that allows you to organize your business meetings. From the organization to the agenda through the transcript.
zyl,https://zyl.ai/,,#VALUE!
urgence-docteurs,https://urgencedocteurs.com/fr/,Vous avez besoin d'un médecin en urgence ? Vous voulez avoir un avis médical sur votre situation ? Nos docteurs sont disponibles 24h/24 et 7J/7.,You need a doctor urgently? Want to have a medical opinion on your situation? Our doctors are available 24/24 and 7/7.
cala,https://eatcala.com/,,#VALUE!
nukkai,http://www.nukk.ai/,,#VALUE!
bliink,https://bliink.io/,"BLIINK is a visual intelligence company, with deep expertise in computer vision. Our unique technology provides a one-stop solution that links brands and publishers to enhance user experience across all visual content","BLIINK is a visual intelligence company, with deep expertise in computer vision. Our single technology Provides a one-stop solution links That brands and publishers to Enhance user experience across all visual happy"
hellopret,https://www.hellopret.fr/,Estimez votre capacité d'emprunt et trouvez les meilleurs taux pour votre crédit immobilier.  Nos courtiers experts négocient les meilleures conditions de financement.,Estimate your borrowing capacity and find the best rate for your mortgage. Our expert brokers negotiate better financing terms.
livestorm-0,https://livestorm.co/fr/,"Livestorm est un logiciel simple de communication vidéo professionnel. Faites des webinars en direct, pré-enregistrés ou automatisés, ou des réunions en ligne.","Livestorm is a simple video professional communication. Get live webinars, prerecorded or automated, or online meetings."
beop,https://beop.io/,"Use highly engaging, interactive formats to engage your users or advertise all over the web","Use highly Engaging, interactive formats committed to your users or advertise all over the web"
